"","artists","album_name","popularity","explicit","danceability","energy","loudness","valence","tempo","time_signature","track_genre","duration"
"7064","Stevie Wonder","Holiday Favorites 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7065","LUDMILLA;DJ Will22;Topo La Maskara;Mariah Angeliq;Mr. Vegas","Trending Pop",0,FALSE,0.844,0.756,-5.211,0.619,135.021,4,"funk",2.85
"7066","Stevie Wonder","Rockin' Around The Christmas Tree 2022",0,FALSE,0.523,0.448,-13.53,0.351,134.511,4,"funk",3.09
"7067","MC GP;Mc Kadu;Mc Kanhoto;MC Ryan SP;Caio Passos;DJ Guh Mix","Sem Pressa",61,FALSE,0.583,0.671,-4.036,0.905,77.752,1,"funk",5.11
"7068","Stevie Wonder","Christmas Songs 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7069","Stevie Wonder","Rock Christmas 2022 - The Very Best Of",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7070","Stevie Wonder","Christmas 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7071","Stevie Wonder","Christmas Classics",0,FALSE,0.523,0.448,-13.53,0.351,134.511,4,"funk",3.09
"7072","Stevie Wonder","Rockin' Around The Christmas Tree 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7073","Stevie Wonder","Best Christmas Songs 2022 | For under the Mistletoe",0,FALSE,0.42,0.486,-7.42,0.223,100.124,4,"funk",2.85
"7074","Stevie Wonder","World's Best Christmas Playlist",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7075","Stevie Wonder","Best Christmas Playlist Ever 2022",0,FALSE,0.409,0.336,-10.479,0.549,114.59,3,"funk",2.38
"7076","Stevie Wonder","Rockin' Around The Christmas Tree 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7077","Stevie Wonder","Christmas Soul Classics",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7078","Stevie Wonder","Christmas Playlist 2022",0,FALSE,0.409,0.336,-10.479,0.549,114.59,3,"funk",2.38
"7079","Stevie Wonder","Halloween Scary Party",0,FALSE,0.611,0.583,-14.182,0.877,100.82,4,"funk",4.46
"7080","Stevie Wonder","pov: you saw mommy kissing santa claus",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7081","Stevie Wonder","CHRISTMAS TOP HITS 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7082","Stevie Wonder","Christmas Soul Classics",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7083","Stevie Wonder","Christmas Soul Classics",0,FALSE,0.523,0.448,-13.53,0.351,134.511,4,"funk",3.09
"7084","Stevie Wonder","Christmas Best Hits 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7085","Stevie Wonder","CHRISTMAS TOP HITS 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7086","Stevie Wonder","Christmas Faves 2022",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7087","Stevie Wonder","Christmas Best Hits 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7088","Stevie Wonder","Soulful Christmas",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7089","Stevie Wonder","Weihnachtssongs",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7090","Stevie Wonder","Halloween 2022",0,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7091","Stevie Wonder","Home At Christmas",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7092","Stevie Wonder","Christmas Playlist 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7093","Stevie Wonder","Happy Haunted Halloween Tunes",0,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7094","Stevie Wonder","Weihnachten Playlist",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7095","Stevie Wonder","Classic Christmas Music 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7096","Stevie Wonder","70s Christmas Party",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7097","Stevie Wonder","Christmas Dinner",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7098","Stevie Wonder","Christmas Classics",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7099","Stevie Wonder","Pop Christmas 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7100","Stevie Wonder","Santa Claus Is Coming To Town",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7101","Snoop Dogg;Wiz Khalifa;Bruno Mars","Mac and Devin Go to High School (Music from and Inspired by the Movie)",68,FALSE,0.553,0.652,-6.685,0.551,94.505,4,"funk",3.46
"7102","Stevie Wonder","Un tecito y a mimir",0,FALSE,0.496,0.488,-14.195,0.396,181.038,4,"funk",3.61
"7103","Clean Bandit;Jess Glynne;The Magician","10's Dance Classics",0,FALSE,0.809,0.757,-6.246,0.587,121.013,4,"funk",4.58
"7104","Stevie Wonder","Halloween Hits",4,FALSE,0.611,0.583,-14.182,0.877,100.82,4,"funk",4.46
"7105","Clean Bandit;Jess Glynne;The Magician","Dance Dance Dance",0,FALSE,0.809,0.757,-6.246,0.587,121.013,4,"funk",4.58
"7106","Stevie Wonder","Fiesta temática 60s",1,FALSE,0.591,0.518,-8.632,0.777,105.382,4,"funk",3.77
"7107","Stevie Wonder","Coffee Break",1,FALSE,0.541,0.485,-13.161,0.211,87.577,4,"funk",4.9
"7108","Stevie Wonder","Rock Christmas 2022 - The Very Best Of",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7109","Stevie Wonder","Christmas 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7110","Stevie Wonder","Christmas Classics",0,FALSE,0.409,0.336,-10.479,0.549,114.59,3,"funk",2.38
"7111","Stevie Wonder","Holiday Anthems 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7112","Stevie Wonder","pov: you rock around the christmas tree",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7113","Stevie Wonder","80s Bangers Vol. 1",2,FALSE,0.75,0.564,-8.67,0.672,113.528,4,"funk",4.34
"7114","Stevie Wonder","Jingle Bell Rock 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7115","Stevie Wonder","Christmas Dinner 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7116","Stevie Wonder","pov: you bake cookies",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7117","Stevie Wonder","Christmas Dinner 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7118","Stevie Wonder","Soul Christmas Greatest Hits",0,FALSE,0.259,0.514,-6.726,0.222,67.644,5,"funk",2.85
"7119","Stevie Wonder","Jingle Bell Rock 2022",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7120","Stevie Wonder","pov: you bake cookies",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7121","Stevie Wonder","Classic Christmas 2022",0,FALSE,0.523,0.448,-13.53,0.351,134.511,4,"funk",3.09
"7122","Stevie Wonder","A Very 60s Christmas",0,FALSE,0.523,0.448,-13.53,0.351,134.511,4,"funk",3.09
"7123","Stevie Wonder","Halloween Kids Party 2022",0,FALSE,0.611,0.583,-14.182,0.877,100.82,4,"funk",4.46
"7124","Stevie Wonder","12 Days of Christmas 2022",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7125","Stevie Wonder","Xmas Classics 2022",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7126","Stevie Wonder","Pumpkin Patch Hits",0,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7127","Stevie Wonder","Home For Christmas 2022",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7128","Stevie Wonder","All I want For Christmas Is Music",0,FALSE,0.42,0.486,-7.42,0.223,100.124,4,"funk",2.85
"7129","Korn","Metal Lives!",0,TRUE,0.498,0.946,-4.792,0.31,106.276,4,"funk",3.55
"7130","Stevie Wonder","Christmas Classics",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7131","Stevie Wonder","A Very 60s Christmas",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7132","Stevie Wonder","60s Christmas Party",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7133","Stevie Wonder","pov: you are walking in a winter wonderland",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7134","Stevie Wonder","All I Want For Christmas Is You",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7135","Stevie Wonder","All I Want For Christmas Is You",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7136","Stevie Wonder","Christmas Eve At Home",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7137","Stevie Wonder","A Very 60s Christmas",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7138","Stevie Wonder","On air 70's Hits",1,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7139","Stevie Wonder","Halloween Party 2022",0,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7140","Stevie Wonder","Christmas Faves 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7141","Stevie Wonder","It's Christmas, Let's Dance",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7142","Stevie Wonder","The Very Best Christmas Songs 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7143","Stevie Wonder","Twisted Halloween Hits",0,FALSE,0.637,0.745,-8.607,0.859,100.384,4,"funk",4.08
"7144","Stevie Wonder","Classic Christmas Music 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7145","Stevie Wonder","Weihnachtslieder 2022",0,FALSE,0.406,0.377,-11.717,0.717,92.23,4,"funk",2.69
"7146","Stevie Wonder","Best Christmas Playlist Ever 2022",0,FALSE,0.325,0.536,-6.04,0.218,101.483,4,"funk",2.82
"7147","Stevie Wonder","Best Christmas Playlist Ever 2022",0,FALSE,0.524,0.614,-8.05,0.751,82.229,4,"funk",2.46
"7148","Stevie Wonder","On air 70's Hits",1,FALSE,0.577,0.749,-3.826,0.847,134.193,4,"funk",2.88
"7149","Stevie Wonder","Silent Night",0,FALSE,0.545,0.7,-6.961,0.799,83.506,4,"funk",2.47
"7150","Stevie Wonder","60s Christmas Party",0,FALSE,0.577,0.749,-3.826,0.847,134.193,4,"funk",2.88
"7151","Snoop Dogg;Akon","Tha Blue Carpet Treatment",67,TRUE,0.861,0.479,-8.433,0.278,99.969,4,"funk",2.98
"7152","Snoop Dogg;Wiz Khalifa;Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",78,TRUE,0.715,0.655,-6.425,0.531,95.078,4,"funk",3.46
"7153","2Pac;Outlawz","Greatest Hits",81,TRUE,0.916,0.844,-3.967,0.586,95.19,4,"funk",5.21
"7154","MC Bruninho;Vitinho Ferrari;Dj DG;Batidão Stronda","Sou Favela",61,FALSE,0.516,0.542,-6.408,0.406,150.065,4,"funk",3.5
"7155","Red Hot Chili Peppers","Californication (Deluxe Edition)",82,FALSE,0.592,0.767,-2.788,0.328,96.483,4,"funk",5.5
"7156","Hoobastank","The Reason (15th Anniversary Deluxe)",81,FALSE,0.472,0.671,-4.649,0.0681,82.952,4,"funk",3.88
"7157","Clean Bandit;Demi Lovato","Solo (feat. Demi Lovato)",71,FALSE,0.737,0.636,-4.546,0.565,105.005,4,"funk",3.71
"7158","Clean Bandit;Mabel;24kGoldn","Tick Tock (feat. 24kGoldn)",73,FALSE,0.779,0.705,-3.895,0.946,101.022,4,"funk",2.97
"7159","Clean Bandit;iann dior","Hot Mix Pop",2,FALSE,0.716,0.736,-5.18,0.542,104.018,4,"funk",3.4
"7160","Clean Bandit;French The Kid;Rema","Upbeat Pop",0,TRUE,0.799,0.847,-7.808,0.529,115.016,4,"funk",2.72
"7161","Clean Bandit;French The Kid;Rema","From The Ashes - New Beats",0,TRUE,0.799,0.847,-7.808,0.529,115.016,4,"funk",2.72
"7162","Clean Bandit","The State of Pop",0,FALSE,0.653,0.507,-9.125,0.263,150.198,4,"funk",2.75
"7163","Clean Bandit;A7S","BEST WORKOUT BEATS",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7164","Clean Bandit;A7S","Hit After Hit",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7165","Clean Bandit;A7S","It's You - Fresh Hits",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7166","Clean Bandit;Topic;Wes Nelson","Today's Party Hits",0,FALSE,0.81,0.571,-7.189,0.771,125.994,4,"funk",2.99
"7167","Clean Bandit;A7S","Cardio Tracks",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7168","Clean Bandit;A7S","Hits Hits Hits",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7169","Clean Bandit;Sean Paul;Anne-Marie","Cardio Tracks",4,TRUE,0.724,0.759,-3.996,0.765,101.943,4,"funk",4.17
"7170","Clean Bandit;Rita Ora;KYLE","Good Enough - Easy Pop",0,FALSE,0.794,0.624,-6.024,0.755,100.015,4,"funk",3.77
"7171","Clean Bandit;A7S","I'm Blue - Hits of 2022",1,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7172","Clean Bandit;Demi Lovato","Tropical Vibes",5,FALSE,0.74,0.622,-4.601,0.557,104.968,4,"funk",3.71
"7173","MC Joãozinho VT;Mc Kako;DJ BOY;MC Tuto;Matheuszin DJ","Deixa Nós Viver em Paz",7,TRUE,0.944,0.608,-3.989,0.642,113.355,5,"funk",3.86
"7174","Clean Bandit;A7S","WORKOUT MOTIVATION",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7175","Clean Bandit;A7S","New Pop Classics",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7176","Clean Bandit;A7S","Pop Hits Now",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7177","Clean Bandit;Charli XCX;Bhad Bhabie","New Pop Icons",0,TRUE,0.724,0.648,-6.522,0.369,151.051,4,"funk",3.67
"7178","Clean Bandit;Nikki Cislyn;Javeon","Am I Ready - Pop Night Out",1,FALSE,0.842,0.658,-6.135,0.761,126.037,4,"funk",4.09
"7179","Clean Bandit;A7S","Baddest of Them All",0,FALSE,0.679,0.764,-5.301,0.471,124.977,4,"funk",3.3
"7180","Clean Bandit;Julia Michaels;Matoma","EDM Hits",0,FALSE,0.555,0.737,-4.728,0.65,105.094,4,"funk",3.52
"7181","PEDRO SAMPAIO;Mc Pedrinho","Tropical Vibes",0,FALSE,0.778,0.571,-4.776,0.554,134.999,4,"funk",1.84
"7182","Clean Bandit;Jess Glynne","Dance Dance Dance",0,FALSE,0.63,0.848,-4.592,0.551,124.984,4,"funk",3.66
"7183","Clean Bandit;Sean Paul;Anne-Marie","Feeling Good",1,TRUE,0.724,0.759,-3.996,0.765,101.943,4,"funk",4.17
"7184","PEDRO SAMPAIO;Mc Pedrinho","Trending Pop",0,FALSE,0.778,0.571,-4.776,0.554,134.999,4,"funk",1.84
"7185","Marvin Gaye","Un tecito y a mimir",0,FALSE,0.376,0.437,-9.106,0.465,158.487,3,"funk",5.52
"7186","Ice Cube","The Best 90s Hip Hop Hits",1,TRUE,0.767,0.747,-6.749,0.855,164.882,4,"funk",4.48
"7187","Marvin Gaye;Salaam Remi","Soul Christmas Greatest Hits",0,FALSE,0.288,0.675,-4.514,0.337,179.475,3,"funk",5
"7188","Marvin Gaye","Soul Christmas Greatest Hits",0,FALSE,0.392,0.514,-10.452,0.556,98.844,3,"funk",3.81
"7189","Marvin Gaye","Home At Christmas",0,FALSE,0.607,0.481,-9.347,0.78,109.403,4,"funk",2.87
"7190","Mc Kako;Mc Magal;MC Leozinho ZS;Dj GM;Oldilla;Mc Piedro;MC Vinny","Polo Branca",57,TRUE,0.612,0.654,-4.932,0.689,111.069,5,"funk",7.15
"7191","Marvin Gaye","Home For Christmas 2022",0,FALSE,0.607,0.481,-9.347,0.78,109.403,4,"funk",2.87
"7192","Ice Cube","Bad Boy Club",0,TRUE,0.783,0.59,-5.423,0.664,98.079,4,"funk",3.74
"7193","Marvin Gaye","Christmas Soul Classics",0,FALSE,0.607,0.481,-9.347,0.78,109.403,4,"funk",2.87
"7194","Marvin Gaye","Christmas Eve At Home",0,FALSE,0.607,0.481,-9.347,0.78,109.403,4,"funk",2.87
"7195","Marvin Gaye","Christmas Day Chill",0,FALSE,0.309,0.564,-6.955,0.488,179.106,3,"funk",3.42
"7196","Marvin Gaye","Soulful Christmas",0,FALSE,0.309,0.564,-6.955,0.488,179.106,3,"funk",3.42
"7197","Marvin Gaye;Tammi Terrell","Christmas time but not Christmas songs 2022",0,FALSE,0.617,0.835,-5.384,0.833,129.172,4,"funk",2.48
"7198","Korn","Metal",0,TRUE,0.498,0.946,-4.792,0.31,106.276,4,"funk",3.55
"7199","Marvin Gaye;Tammi Terrell","60s Christmas Party",0,FALSE,0.617,0.835,-5.384,0.833,129.172,4,"funk",2.48
"7200","Marvin Gaye","(60's) Sixties Collected Volume 2",0,FALSE,0.722,0.45,-7.503,0.664,118.455,4,"funk",3.2
"7201","Ice Cube","The Predator",82,TRUE,0.798,0.744,-5.328,0.794,82.356,4,"funk",4.33
"7202","Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",83,FALSE,0.697,0.832,-7.264,0.979,125.926,4,"funk",3.58
"7203","Ice Cube","Lethal Injection",79,TRUE,0.747,0.52,-10.523,0.601,92.869,4,"funk",3.88
"7204","2Pac;Big Syke","All Eyez On Me",77,TRUE,0.872,0.723,-5.968,0.843,93.279,4,"funk",5.13
"7205","Snoop Dogg;DJ Drama","Gangsta Grillz: I Still Got It",5,TRUE,0.758,0.682,-6.386,0.545,157.04,4,"funk",3.54
"7206","Snoop Dogg;DJ Drama;Kurupt;Dave East","Gangsta Grillz: I Still Got It",8,TRUE,0.57,0.858,-3.927,0.659,93.215,4,"funk",2.87
"7207","Snoop Dogg;DJ Drama;Dave East","Gangsta Grillz: I Still Got It",6,TRUE,0.627,0.726,-5.279,0.367,87.89,4,"funk",3.67
"7208","Snoop Dogg;DJ Drama","Gangsta Grillz: I Still Got It",7,TRUE,0.809,0.525,-11.032,0.528,177.977,4,"funk",3.09
"7209","Snoop Dogg;DJ Drama;Stressmatic","Gangsta Grillz: I Still Got It",10,TRUE,0.707,0.601,-5.061,0.357,103.084,4,"funk",3.26
"7210","Snoop Dogg;DJ Drama;Daz Dillinger","Gangsta Grillz: I Still Got It",6,TRUE,0.844,0.499,-10.452,0.456,100.006,4,"funk",2.41
"7211","Tasha & Tracie;Pizzol","WILLY",57,FALSE,0.713,0.632,-7.692,0.741,70.924,4,"funk",2.75
"7212","Snoop Dogg;DJ Drama;Juicy J","Gangsta Grillz: I Still Got It",5,TRUE,0.641,0.555,-9.882,0.153,170.93,4,"funk",2.82
"7213","Snoop Dogg;DJ Drama;Trinidad James","Gangsta Grillz: I Still Got It",4,TRUE,0.898,0.481,-12.631,0.644,101.021,4,"funk",3.16
"7214","Snoop Dogg;Pharrell Williams","R&G (Rhythm & Gangsta): The Masterpiece",77,TRUE,0.888,0.632,-3.872,0.662,91.979,4,"funk",4.43
"7215","JANE HANDCOCK;Snoop Dogg","Gangsta Grillz: I Still Got It",6,TRUE,0.594,0.712,-4.764,0.419,93.125,4,"funk",2.58
"7216","Snoop Dogg;DJ Drama;Seddy Hendrinx","Gangsta Grillz: I Still Got It",4,TRUE,0.689,0.499,-9.159,0.211,162.068,4,"funk",2.97
"7217","Red Hot Chili Peppers","Stadium Arcadium",80,FALSE,0.427,0.9,-3.674,0.599,104.655,4,"funk",5.58
"7218","2Pac","All Eyez On Me",79,TRUE,0.801,0.91,-6.566,0.805,87.277,4,"funk",4.64
"7219","2Pac;Roger;Dr. Dre","Greatest Hits",79,TRUE,0.763,0.85,-3.052,0.761,91.519,4,"funk",4.75
"7220","Anitta","Envolver",84,FALSE,0.812,0.736,-5.421,0.396,91.993,4,"funk",3.23
"7221","Dr. Dre;Eminem","2001",80,TRUE,0.924,0.74,-1.299,0.621,133.974,4,"funk",3.7
"7222","MC Fioti","Joga O Bum Bum Tam Tam",61,TRUE,0.932,0.485,-8.926,0.43,131.959,4,"funk",2.59
"7223","Red Hot Chili Peppers","By the Way (Deluxe Edition)",82,FALSE,0.618,0.938,-3.442,0.875,91.455,4,"funk",4.48
"7224","Clean Bandit;Sean Paul;Anne-Marie","Speak Your Mind (Deluxe)",56,FALSE,0.724,0.759,-3.996,0.765,101.946,4,"funk",4.17
"7225","JANE HANDCOCK;Snoop Dogg","Gangsta Grillz: I Still Got It",3,TRUE,0.787,0.445,-8.575,0.904,91.981,4,"funk",3.2
"7226","LUDMILLA","Numanice (Ao vivo)",55,FALSE,0.629,0.65,-6.209,0.896,91.963,4,"funk",2.79
"7227","Mc Kevin;Vulgo FK;Gaab","Piloto da Nasa",53,TRUE,0.644,0.517,-7.105,0.532,110.825,5,"funk",5.18
"7228","MC Hariel","Muito Sagaz",55,FALSE,0.55,0.569,-6.943,0.295,88.413,5,"funk",2.71
"7229","Clean Bandit;Demi Lovato","What Is Love? (Deluxe Edition)",66,FALSE,0.74,0.622,-4.608,0.556,104.966,4,"funk",3.71
"7230","Mc Gw;MC Lucks;DJ BL;Dj Pedro Azevedo","Mega Do Silentó - Ela Faz O Reverse",0,TRUE,0.799,0.794,-3.158,0.548,129.97,4,"funk",2.68
"7231","Dj GM;MC GP;Mc Kako;MC Tuto;Love Funk","Liberdade",54,TRUE,0.665,0.718,-3.375,0.603,113.28,5,"funk",4.14
"7232","MC Paulin da Capital;Dj GM;DJ BUNE","Nada É por Acaso",54,FALSE,0.673,0.665,-6.505,0.739,113.483,5,"funk",3.67
"7233","LUDMILLA;Orochi","Numanice (Ao vivo)",55,FALSE,0.704,0.571,-5.939,0.707,127.943,4,"funk",3.19
"7234","Gabb MC;Caio Passos;Igão;Love Funk;Mc Kadu;MC GP;Mc Kelvinho;Mc Dena","Festa de Maloka",55,TRUE,0.641,0.565,-7.072,0.544,119.518,5,"funk",6.27
"7235","LUDMILLA","Numanice (Ao vivo)",56,FALSE,0.435,0.704,-6.721,0.763,159.196,4,"funk",4.69
"7236","LUDMILLA","Numanice (Ao vivo)",56,FALSE,0.502,0.68,-6.172,0.786,156.935,4,"funk",5.42
"7237","LUDMILLA","Numanice (Ao vivo)",56,FALSE,0.477,0.622,-7.065,0.633,134.5,4,"funk",7.09
"7238","Mc IG;Mc Kanhoto","O Que O Igor Guilherme Anda Pensando ?",56,TRUE,0.708,0.475,-4.394,0.679,119.758,5,"funk",2.95
"7239","MC Joãozinho VT;Djay W","Caixa Postal",54,TRUE,0.652,0.568,-6.056,0.541,50.864,3,"funk",3.07
"7240","MC PH;Mc IG;Mc B.o;Mc Kevin;MC Neguinho do Kaxeta;Mc Magal;MC Hariel;Mc Kelvinho;Dj Nene","8ª Cypher 4M",56,FALSE,0.917,0.43,-5.102,0.828,113.392,5,"funk",6.22
"7241","Mc Kevin;DJ Glenner;DJ Negret","Passado & Presente",54,TRUE,0.642,0.504,-5.462,0.622,83.259,4,"funk",2.91
"7242","Mc IG","O Que O Igor Guilherme Anda Pensando ?",53,FALSE,0.664,0.402,-7.489,0.572,108.413,5,"funk",2.95
"7243","Mc IG","O Que O Igor Guilherme Anda Pensando ?",56,TRUE,0.728,0.445,-8.332,0.89,169.954,4,"funk",2.92
"7244","Mc Kevin;DJ Negret","Mensagem 2",54,FALSE,0.672,0.767,-7.073,0.725,94.897,4,"funk",2.53
"7245","MC Joãozinho VT;Mc Kako;DJ WN;Mc Kanhoto;MC Leozinho ZS;MC Rick;MC Tuto;MC Ryan SP;DJ BOY;Mc IG","Chute No Balde",55,FALSE,0.667,0.661,-1.958,0.884,151.775,4,"funk",8.21
"7246","Talking Heads","Planet 80's",1,FALSE,0.89,0.63,-9.661,0.828,104.204,4,"funk",5.11
"7247","DJ Arana","EU SOU O MAGO: Á ORIGEM",57,TRUE,0.734,0.764,-3.504,0.664,130.086,4,"funk",2.66
"7248","Talking Heads","OK Boomers - Top Tunes",0,FALSE,0.721,0.521,-8.123,0.942,123.118,4,"funk",4.36
"7249","Talking Heads","80's",0,FALSE,0.644,0.919,-6.289,0.87,117.458,4,"funk",4.33
"7250","MC Ryan SP;Pedro Lotto","Revoada Sem Você",55,TRUE,0.489,0.575,-6.948,0.248,129.537,5,"funk",3.36
"7251","George Benson","20/20",71,FALSE,0.553,0.614,-5.098,0.345,136.628,4,"funk",4.04
"7252","Dr. Dre;Eminem;Skylar Grey","I Need A Doctor",72,TRUE,0.594,0.946,-4.521,0.397,155.826,4,"funk",4.73
"7253","Stevie Wonder","At The Close Of A Century",75,FALSE,0.748,0.551,-9.054,0.65,113.535,4,"funk",4.37
"7254","Bill Withers","Just As I Am",79,FALSE,0.527,0.415,-11.451,0.515,78.169,4,"funk",2.08
"7255","MC L da Vinte;MC Gury","Parado no Bailão",69,FALSE,0.828,0.599,-1.624,0.478,86.533,5,"funk",2.86
"7256","Red Hot Chili Peppers","Blood Sugar Sex Magik (Deluxe Edition)",82,FALSE,0.559,0.345,-13.496,0.458,84.581,4,"funk",4.41
"7257","Rudimental;Anne-Marie;Tion Wayne","EDM Hits",0,FALSE,0.797,0.672,-6.135,0.561,131.978,4,"funk",3.44
"7258","Rudimental;Anne-Marie;Tion Wayne","Upbeat 20's",0,FALSE,0.797,0.672,-6.135,0.561,131.978,4,"funk",3.44
"7259","Rudimental;MORGAN;Digga D;TIKE","Drillin' & Rappin'",0,FALSE,0.846,0.726,-3.376,0.79,131.974,4,"funk",3.09
"7260","MC Hariel","Milionários",53,FALSE,0.837,0.682,-5.21,0.76,129.892,4,"funk",2.16
"7261","Rudimental;Jess Glynne;Macklemore;Dan Caplen","La Fine dell'Estate",1,FALSE,0.654,0.798,-4.084,0.576,92.209,4,"funk",3.53
"7262","Aldair Playboy","Pra Ouvir no Paredão",54,FALSE,0.788,0.775,-1.776,0.942,130.012,4,"funk",3.01
"7263","Rudimental;Jess Glynne;Macklemore;Dan Caplen","10's Dance Classics",0,FALSE,0.654,0.798,-4.084,0.576,92.209,4,"funk",3.53
"7264","Mc Kako;DJ Manabu","Tempo",53,TRUE,0.874,0.499,-8.828,0.599,149.941,4,"funk",2.56
"7265","LUDMILLA;Vou pro Sereno","Numanice (Ao vivo)",53,FALSE,0.714,0.633,-6.712,0.951,102.011,4,"funk",2.88
"7266","Rudimental;Jess Glynne;Macklemore;Dan Caplen","Music for Rainy Days",0,FALSE,0.654,0.798,-4.084,0.576,92.209,4,"funk",3.53
"7267","The Temptations","Classic Christmas 2022",0,FALSE,0.515,0.362,-9.661,0.364,131.433,3,"funk",6.1
